doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/269464,biorxiv,1,genetics,year1,2018-02-21,Indiana University,52,1122,5,4.0
10.1101/269811,biorxiv,1,developmental biology,year1,2018-02-22,Wellcome Trust/Cancer Research UK Gurdon Institute,81,1329,6,2.0
10.1101/269910,biorxiv,1,bioinformatics,year1,2018-02-22,"Department of Biology, Miami University, Oxford, OH, USA",101,678,2,8.0
10.1101/269969,biorxiv,1,genetics,year1,2018-02-22,State Key Laboratory of Silkworm Genome Biology,98,1249,12,5.0
10.1101/270033,biorxiv,1,genomics,year1,2018-02-22,"National Center for Biotechnology Information, National Library of Medicine, Bethesda, MD 20894, USA",61,2684,5,20.0
10.1101/270108,biorxiv,1,microbiology,year1,2018-02-22,"University of California, Berkeley",83,1405,6,9.0
10.1101/270967,biorxiv,1,neuroscience,year2+,2018-02-23,University of Alabama at Birmingham,93,1168,9,9.0
10.1101/272377,biorxiv,1,microbiology,year1,2018-02-26,"Department of Chemical Engineering & Center for Synthetic and Systems Biology, Tsinghua University",68,1391,8,4.0
10.1101/272716,biorxiv,1,developmental biology,NP,2018-02-27,"Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences",78,460,18,
10.1101/272724,biorxiv,1,molecular biology,year1,2018-02-27,Massachusetts General Hospital,83,1299,22,48.0
10.1101/272757,biorxiv,1,evolutionary biology,year2+,2018-02-28,"University of Zurich, Yokohama City University",61,1489,14,6.0
10.1101/272815,biorxiv,1,cancer biology,year1,2018-02-27,Van Andel Research Institute,99,1733,15,4.0
10.1101/273938,biorxiv,1,molecular biology,NP,2018-03-01,Massachusetts General Hospital,89,763,5,
10.1101/274464,biorxiv,1,genetics,year1,2018-03-01,"Department of Genetics, Harvard Medical School, 77 Avenue Louis Pasteur, Boston, MA 02115, USA",112,1057,4,5.0
10.1101/274548,biorxiv,1,microbiology,year1,2018-03-02,Queen's University,144,2511,3,2.0
10.1101/274670,biorxiv,1,bioinformatics,year1,2018-03-02,University of Tennessee Knoxville,96,1546,2,2.0
10.1101/274829,biorxiv,1,molecular biology,NP,2018-03-27,Wageningen University,91,892,2,
10.1101/275669,biorxiv,1,cell biology,year1,2018-03-03,"University of California, Berkeley",87,1354,5,9.0
10.1101/276188,biorxiv,1,microbiology,year2,2018-03-04,University of Toronto,90,1200,2,1.0
10.1101/276220,biorxiv,1,molecular biology,NP,2018-03-05,Duke University,120,1389,2,
10.1101/277111,biorxiv,1,developmental biology,year1,2018-03-06,University of Kansas,123,1957,5,2.0
10.1101/277269,biorxiv,1,plant biology,year1,2018-03-06,"Shanghai Center for Plant Stress Biology, Chinese Academy of Sciences",107,1469,5,3.0
10.1101/277350,biorxiv,1,plant biology,year1,2018-03-14,Kyoto University,119,854,10,15.0
10.1101/277715,biorxiv,1,genetics,year1,2018-03-06,University of Alabama at Birmingham,106,1874,20,1.0
10.1101/277764,biorxiv,1,genetics,year2,2018-03-06,Stowers Institute for Medical Research,111,1010,6,1.0
10.1101/278341,biorxiv,1,cell biology,year1,2018-03-08,John Innes Centre,101,1886,7,7.0
10.1101/279026,biorxiv,1,microbiology,year1,2018-03-08,University of Exeter,60,1717,7,33.0
10.1101/279141,biorxiv,1,microbiology,year1,2018-03-08,"University of California, San Francisco",66,1045,6,29.0
10.1101/279687,biorxiv,1,molecular biology,year1,2018-03-09,Whitehead Institute of Biomedical Research,66,1351,4,54.0
10.1101/280289,biorxiv,1,synthetic biology,year1,2018-03-12,"Department of Genetics, Harvard Medical School, Boston, MA, USA",64,922,6,39.0
10.1101/280495,biorxiv,1,cell biology,NP,2018-03-12,Zhejiang University School of Medicine,59,588,3,
10.1101/281402,biorxiv,1,genetics,year1,2018-03-15,"University of Cologne, Cologne, Germany",96,975,6,4.0
10.1101/282558,biorxiv,1,immunology,NP,2018-03-15,Shanghai Jiao Tong University,62,1620,5,
10.1101/282681,biorxiv,1,molecular biology,year2,2018-03-15,Stanford University,84,909,5,4.0
10.1101/282889,biorxiv,1,genomics,NP,2018-03-16,King's College London,143,1417,12,
10.1101/283267,biorxiv,1,bioinformatics,year1,2018-03-15,University of Western Ontario,123,2530,2,0.0
10.1101/284661,biorxiv,1,synthetic biology,year1,2018-03-19,"Key Laboratory of Synthetic Biology, CAS Center for Excellence in Molecular Plant Sciences",99,1382,9,5.0
10.1101/284786,biorxiv,1,microbiology,year1,2018-03-19,"Institute of Electrical Engineering, Chinese Academy of Sciences",120,1673,7,1.0
10.1101/285015,biorxiv,1,bioengineering,year1,2018-03-19,ETH Zurich Department of Biosystems Science & Engineering,109,1265,7,7.0
10.1101/285114,biorxiv,1,genomics,year1,2018-04-11,Wellcome Sanger Institute,54,609,6,4.0
10.1101/285650,biorxiv,1,molecular biology,year1,2018-03-21,Florida State University,77,1510,19,29.0
10.1101/286500,biorxiv,1,genetics,year2,2018-03-23,The Hospital for Sick Children Research Institute,127,3167,11,16.0
10.1101/286732,biorxiv,1,neuroscience,year1,2018-04-07,University of Michigan,86,1393,7,7.0
10.1101/286815,biorxiv,1,genomics,NP,2018-03-23,"INRA, Laboratoire de Physiologie et Genomique des poissons, Campus de Beaulieu, F-35042 Rennes cedex",131,1791,7,
10.1101/287359,biorxiv,1,genetics,year1,2018-03-22,INRA,79,3212,8,4.0
10.1101/288365,biorxiv,1,cancer biology,year2,2018-03-24,Whitehead Institute for Biomedical Research,89,1125,15,17.0
10.1101/288381,biorxiv,1,bioengineering,NP,2018-03-25,Armed Forces College of Medicine,96,2594,16,
10.1101/289546,biorxiv,1,genetics,year1,2018-03-27,Caltech,130,2433,3,14.0
10.1101/290221,biorxiv,1,evolutionary biology,year1,2018-04-05,University of Oregon,114,1383,4,0.0
10.1101/290338,biorxiv,1,bioengineering,NP,2018-03-28,Johns Hopkins University,98,914,3,
10.1101/290718,biorxiv,1,cell biology,year1,2018-03-29,"CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences, Vienna, Austria",103,1840,14,3.0
10.1101/290973,biorxiv,1,genomics,year1,2018-03-28,University of Minnesota,71,1281,5,5.0
10.1101/290999,biorxiv,1,biochemistry,year1,2018-03-28,University of Massachusetts Medical School,79,979,10,9.0
10.1101/291070,biorxiv,1,developmental biology,year1,2018-03-28,Texas A&M University Health Science Center,106,1772,11,1.0
10.1101/291187,biorxiv,1,molecular biology,NP,2018-03-28,Mayo Clinic,109,4363,10,
10.1101/291302,biorxiv,1,cancer biology,year1,2018-03-29,Southeast University,83,955,5,2.0
10.1101/292086,biorxiv,1,molecular biology,year1,2018-03-30,University of Electronic Science and Technology of China,125,1682,16,27.0
10.1101/294785,biorxiv,1,developmental biology,NP,2018-04-04,INRA LPGP UR1037 Fish Physiology and Genomics,101,1914,4,
10.1101/295055,biorxiv,1,molecular biology,year1,2018-04-04,University of Massachusetts Medical School,100,1593,6,15.0
10.1101/295139,biorxiv,1,immunology,year1,2018-04-04,Charite Universitaetsmedizin Berlin,148,2070,6,37.0
10.1101/296954,biorxiv,1,microbiology,year1,2018-04-07,University of Colorado Boulder,115,1910,6,0.0
10.1101/297234,biorxiv,1,cancer biology,year1,2018-04-09,Memorial Sloan Kettering Cancer Center,70,1511,11,0.0
10.1101/297580,biorxiv,1,cell biology,NP,2018-04-09,Memorial Sloan Kettering Cancer Center,107,1531,8,
10.1101/297903,biorxiv,1,synthetic biology,NP,2018-04-09,Chinese Academy of Science,119,1134,4,
10.1101/298349,biorxiv,1,genomics,NP,2018-04-11,UCSF,68,970,4,
10.1101/298489,biorxiv,1,microbiology,year1,2018-04-10,Norwegian University of Life Sciences,139,1790,6,1.0
10.1101/298620,biorxiv,1,synthetic biology,NP,2018-04-15,"Harvard Medical School, Dep. of Genetics, Harvard-MIT, Health Sciences and Technology and Wyss Inst.",77,1106,9,
10.1101/303032,biorxiv,1,synthetic biology,NP,2018-04-17,"School of Biological Sciences, University of Edinburgh, Edinburgh EH9 3FF, UK.",55,847,3,
10.1101/303131,biorxiv,1,bioengineering,NP,2018-04-17,Weill Cornell Medicine,47,502,17,
10.1101/303990,biorxiv,1,neuroscience,year1,2018-04-21,"Center for Genomic Medicine, Massachusetts General Hospital",108,1904,13,3.0
10.1101/304196,biorxiv,1,developmental biology,year2,2018-04-18,"Cincinnati Children's Hospital Medical Center, Univ of Cincinnati, Shriners Hospital for Children",78,1546,8,6.0
10.1101/304493,biorxiv,1,genomics,year1,2018-04-19,Aarhus University,64,1158,17,7.0
10.1101/305656,biorxiv,1,genomics,year1,2018-04-24,Broad Institute of Harvard and MIT,125,1216,14,25.0
10.1101/308148,biorxiv,1,synthetic biology,NP,2018-04-30,Institut Pasteur,89,1320,5,
10.1101/308197,biorxiv,1,genomics,NP,2018-04-26,Tokai University,131,1187,22,
10.1101/308916,biorxiv,1,microbiology,year1,2018-04-26,Institut Pasteur,91,1057,5,10.0
10.1101/309302,biorxiv,1,bioinformatics,year1,2018-04-27,Baylor College of Medicine,73,855,5,6.0
10.1101/310193,biorxiv,1,neuroscience,NP,2018-04-28,University of Wisconsin Madison,74,1732,17,
10.1101/310318,biorxiv,1,genetics,year1,2018-04-27,University of California San Diego,80,1379,2,1.0
10.1101/310854,biorxiv,1,genetics,year1,2018-04-29,Harvard Medical School,82,1127,2,2.0
10.1101/311712,biorxiv,1,microbiology,year1,2018-05-01,"Department of Chemotherapy and Mycoses, National Institute of Infectious Diseases, Tokyo, Japan.",123,1850,12,4.0
10.1101/311886,biorxiv,1,cancer biology,year1,2018-05-01,University of Sussex,77,2473,6,0.0
10.1101/312421,biorxiv,1,synthetic biology,NP,2018-05-02,North Carolina State University,115,1130,8,
10.1101/312751,biorxiv,1,microbiology,year2,2018-05-02,University of Texas at Dallas,124,2673,4,5.0
10.1101/313155,biorxiv,1,molecular biology,NP,2018-05-02,University of Nebraska Medical Center,106,1480,2,
10.1101/313346,biorxiv,1,microbiology,year1,2018-05-02,"University of California, Berkeley",136,1197,4,2.0
10.1101/313395,biorxiv,1,genetics,year1,2018-05-02,Osaka University,71,1654,4,0.0
10.1101/314344,biorxiv,1,genomics,NP,2018-05-04,"Howard Hughes Medical Institute, Seattle, Washington, US",85,2569,7,
10.1101/314401,biorxiv,1,biochemistry,year1,2018-05-04,Salk Institute for Biological Studies,74,1163,9,11.0
10.1101/314542,biorxiv,1,plant biology,year1,2018-05-04,University of Liège,94,524,5,17.0
10.1101/315077,biorxiv,1,developmental biology,year1,2018-05-04,Yale University School of Medicine,95,1049,5,0.0
10.1101/316158,biorxiv,1,cell biology,year1,2018-05-07,"Oncode Institute, Division of Cell Biology, The Netherlands Cancer Institute.",92,761,6,6.0
10.1101/316406,biorxiv,1,synthetic biology,NP,2018-05-07,University of Minnesota,129,631,4,
10.1101/316919,biorxiv,1,microbiology,year1,2018-05-08,Brigham and Women's Hospital,96,2028,9,6.0
10.1101/317099,biorxiv,1,evolutionary biology,year1,2018-05-09,"CEFE-CNRS, France",79,2238,9,14.0
10.1101/317164,biorxiv,1,genetics,year1,2018-05-16,"Imperial College London, Centre for Pharmacology & Therapeutics",76,2097,43,6.0
10.1101/317826,biorxiv,1,immunology,year1,2018-05-09,Memorial Sloan Kettering Cancer Center,56,1163,7,35.0
10.1101/318444,biorxiv,1,cell biology,year1,2018-05-09,"Hubrecht Institute-KNAW (Royal Netherlands Academy of Arts and Sciences) & UMC Utrecht, Netherlands",65,1024,38,29.0
10.1101/319715,biorxiv,1,genomics,year2,2018-05-10,HudsonAlpha Institute for Biotechnology,86,1357,6,4.0
10.1101/320341,biorxiv,1,microbiology,year1,2018-05-11,Université de Québec à Montréal,104,3193,8,3.0
10.1101/321067,biorxiv,1,systems biology,year1,2018-05-13,Chalmers University of Technology,112,2533,8,17.0
10.1101/321208,biorxiv,1,molecular biology,year2,2018-05-14,"Centre Hospitalier Universitaire de Quebec Research Center - Universite Laval, Quebec, QC, Canada",101,879,5,8.0
10.1101/322834,biorxiv,1,cell biology,NP,2018-05-15,University of Copenhagen,88,1215,3,
10.1101/322883,biorxiv,1,systems biology,year2,2018-05-15,Institute for Molecular Medicine Finland,115,1749,5,2.0
10.1101/323105,biorxiv,1,synthetic biology,year1,2018-05-15,University of California San Francisco,75,710,12,23.0
10.1101/323113,biorxiv,1,genetics,year1,2018-05-15,Justus-Liebig-University Giessen,82,1673,3,2.0
10.1101/323212,biorxiv,1,synthetic biology,year1,2018-05-15,Technische Universitat Munchen,110,1323,4,6.0
10.1101/323360,biorxiv,1,cell biology,year1,2018-05-15,University of Georgia,104,1025,5,2.0
10.1101/323436,biorxiv,1,cell biology,year1,2018-05-16,Novartis Institutes for Biomedical Research,78,1320,18,9.0
10.1101/325076,biorxiv,1,genomics,year1,2018-05-25,Wellcome Sanger Institute,71,1092,10,8.0
10.1101/326330,biorxiv,1,microbiology,year2,2018-05-18,"University of Maryland, College Park",87,1103,4,3.0
10.1101/326504,biorxiv,1,bioinformatics,year1,2018-05-19,Boston Children's Hospital,96,757,10,5.0
10.1101/327510,biorxiv,1,molecular biology,year1,2018-05-21,Virginia Commonwealth University,108,1918,11,3.0
10.1101/327874,biorxiv,1,genetics,year1,2018-05-22,Kansas State University,153,1668,10,8.0
10.1101/328468,biorxiv,1,synthetic biology,NP,2018-05-25,Hubei Key Laboratory of Industrial Biotechnology,92,1051,5,
10.1101/328880,biorxiv,1,systems biology,year1,2018-05-23,The University of Texas MD Anderson Cancer Center,80,1193,7,8.0
10.1101/328898,biorxiv,1,neuroscience,year2,2018-05-23,Rutgers Robert Wood Johnson Medical School,97,1733,8,8.0
10.1101/329706,biorxiv,1,bioengineering,year1,2018-05-24,Massachusetts Institute of Technology,69,2032,5,1.0
10.1101/329797,biorxiv,1,developmental biology,year1,2018-05-30,"University of California, San Francisco",107,1907,6,3.0
10.1101/330043,biorxiv,1,cell biology,year1,2018-05-24,"The Wellcome Trust and Cancer Research UK Gurdon Institute, University of Cambridge",112,1240,24,10.0
10.1101/331215,biorxiv,1,microbiology,year1,2018-05-28,"Centre for Ecological and Evolutionary Synthesis, Department of Biosciences, University of Oslo",105,1747,6,0.0
10.1101/331371,biorxiv,1,bioengineering,year1,2018-05-25,University of Minnesota,67,1196,9,2.0
10.1101/331496,biorxiv,1,cell biology,NP,2018-06-02,University of Manchester,79,536,7,
10.1101/332791,biorxiv,1,biophysics,year1,2018-05-30,Stanford University,88,1720,9,7.0
10.1101/333948,biorxiv,1,developmental biology,year1,2018-05-30,The Rockefeller University,92,1002,10,12.0
10.1101/335422,biorxiv,1,developmental biology,year1,2018-05-31,BME,84,1279,8,1.0
10.1101/335448,biorxiv,1,microbiology,NP,2018-06-01,Beijing Institute of Technology,91,1096,14,
10.1101/335729,biorxiv,1,genetics,year1,2018-05-31,University of California Berkeley,88,1208,12,3.0
10.1101/335869,biorxiv,1,developmental biology,NP,2018-05-31,University of Copenhagen,102,1453,7,
10.1101/336016,biorxiv,1,cell biology,year1,2018-05-31,"Howard Hughes Medical Institute, University of Michigan",75,1772,9,6.0
10.1101/336768,biorxiv,1,genetics,year1,2018-06-01,"National Centre for Biological Sciences, TIFR",134,2326,4,3.0
10.1101/337022,biorxiv,1,genetics,year2+,2018-06-01,Icahn School of Medicine at Mount Sinai,82,2462,7,5.0
10.1101/337196,biorxiv,1,genetics,NP,2018-06-02,"Department of Biostatistics and Bioinformatics, Duke University",99,1526,6,
10.1101/337220,biorxiv,1,cancer biology,year1,2018-06-02,Penn State College of Medicine,90,1336,4,3.0
10.1101/337337,biorxiv,1,genetics,year1,2018-06-02,"HHMI, Baylor College of Medicine",93,1063,9,4.0
10.1101/337832,biorxiv,1,genetics,year1,2018-06-03,Seattle Children's Research Institute,117,2062,4,5.0
10.1101/338160,biorxiv,1,molecular biology,NP,2018-06-04,King Abdullah University of Science and Technology,117,1506,7,
10.1101/339143,biorxiv,1,bioengineering,NP,2018-06-05,"Kunming Institute of Zoology, CAS",80,631,15,
10.1101/340042,biorxiv,1,biochemistry,year1,2018-06-07,New England Biolabs,56,1401,5,3.0
10.1101/341198,biorxiv,1,genomics,NP,2018-06-11,University of Notre Dame,34,1350,1,
10.1101/341420,biorxiv,1,molecular biology,NP,2018-06-07,St. Marianna University Graduate School of Medicine,55,1065,13,
10.1101/342311,biorxiv,1,genetics,NP,2018-06-08,"Max Planck Institute for Evolutionary Anthropology, Department of Evolutionary Genetics",90,697,3,
10.1101/342485,biorxiv,1,bioengineering,year1,2018-06-08,"Weatherall Institute of Molecular Medicine, Radcliffe Department of Medicine, University of Oxford",100,540,7,1.0
10.1101/342592,biorxiv,1,molecular biology,year1,2018-06-08,University of Pittsburgh School of Medicine,78,1310,11,1.0
10.1101/342881,biorxiv,1,cell biology,year1,2018-06-09,Allen Institute for Cell Science,117,1246,12,6.0
10.1101/342923,biorxiv,1,bioinformatics,year2,2018-06-08,University of California San Francisco,77,726,6,7.0
10.1101/343020,biorxiv,1,biochemistry,year2,2018-06-08,"Howard Hughes Medical Institute, University of Colorado Boulder",60,1214,6,7.0
10.1101/343103,biorxiv,1,cancer biology,year1,2018-06-08,UT Southwestern Medical Center,97,3154,8,2.0
10.1101/344234,biorxiv,1,neuroscience,year1,2018-06-11,The Hospital for Sick Children,138,1175,22,2.0
10.1101/344358,biorxiv,1,bioinformatics,year1,2018-06-11,Indiana University,91,1238,2,2.0
10.1101/345223,biorxiv,1,cancer biology,year1,2018-06-12,University of Miami,135,1809,13,3.0
10.1101/345660,biorxiv,1,evolutionary biology,year1,2018-06-14,Cornell University,77,1465,9,4.0
10.1101/345850,biorxiv,1,bioinformatics,year1,2018-06-13,Massachusetts General Hospital and Harvard Medical School,90,867,16,3.0
10.1101/347591,biorxiv,1,genetics,year1,2018-06-19,"Institute of Human Genetics, Medical Faculty, RWTH Aachen University, 52074 Aachen, Germany",103,1423,16,9.0
10.1101/348243,biorxiv,1,genetics,year1,2018-06-22,Heidelberg University,58,525,8,7.0
10.1101/348441,biorxiv,1,genetics,NP,2018-06-15,Northwest A&F University,99,1045,23,
10.1101/349134,biorxiv,1,microbiology,year1,2018-06-17,University of Exeter,95,1352,6,9.0
10.1101/349340,biorxiv,1,molecular biology,year2,2018-06-18,University of Pennsylvania,76,1761,9,17.0
10.1101/349407,biorxiv,1,cell biology,NP,2018-06-17,Stanford University,116,1135,7,
10.1101/349951,biorxiv,1,developmental biology,year1,2018-06-18,University of Bath,52,1138,6,2.0
10.1101/350090,biorxiv,1,microbiology,year1,2018-06-18,University of Texas Southwestern Medical School,109,2213,6,4.0
10.1101/350272,biorxiv,1,cell biology,year1,2018-06-25,"Collège de France, CIRB, UMR CNRS 7241/INSERM-U1050, 11 pl M Berthelot, 75005 Paris, France",60,964,9,2.0
10.1101/350314,biorxiv,1,animal behavior and cognition,NP,2018-06-19,Harvard University,57,1627,11,
10.1101/350488,biorxiv,1,genetics,year2,2018-06-19,"University of California, Berkeley",117,1830,4,10.0
10.1101/350504,biorxiv,1,molecular biology,NP,2018-06-20,University of Massachusetts Medical School,87,1663,14,
10.1101/351296,biorxiv,1,molecular biology,year1,2018-06-20,"Instituto de Hortofruticultura Subtropical y Mediterranea - UMA-CSIC, Malaga, Spain",104,1381,3,7.0
10.1101/352039,biorxiv,1,synthetic biology,NP,2018-06-20,North Carolina State University,126,1374,6,
10.1101/352260,biorxiv,1,genetics,year1,2018-06-20,University of Massachusetts Medical School,109,1159,4,15.0
10.1101/352617,biorxiv,1,molecular biology,NP,2018-06-20,Cedars-Sinai,118,1128,6,
10.1101/352799,biorxiv,1,bioengineering,year1,2018-06-21,University of Massachusetts Medical School,84,1708,12,5.0
